player,CLR,COR,FC,FK,FS,G,GA,GC,GK,MINS,PAS,PEN,R,S,SAV,TA,Y,position,team,field,opponent,kickoff,attendance
N. Matic,0,0,2,0,0,0,0,0,0,90,96,0,0,0,0,0,0,midfielder,Chelsea,away,Leicester City,1/14/2017,32066
V. Moses,0,0,0,0,1,0,0,0,0,90,38,0,0,0,0,0,0,midfielder,Chelsea,away,Leicester City,1/14/2017,32066
E. Hazard,0,0,1,0,0,0,1,0,0,79,56,0,0,0,0,0,0,forward,Chelsea,away,Leicester City,1/14/2017,32066
Pedro,0,0,0,0,3,1,0,0,0,84,41,0,0,2,0,0,0,forward,Chelsea,away,Leicester City,1/14/2017,32066
Willian,0,5,0,0,2,0,0,0,0,84,45,0,0,0,0,0,0,forward,Chelsea,away,Leicester City,1/14/2017,32066
A. Lookman,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,substitute,Everton,home,Manchester City,1/15/2017,39588
J. McCarthy,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,substitute,Everton,home,Manchester City,1/15/2017,39588
M. Schneiderlin,0,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,substitute,Everton,home,Manchester City,1/15/2017,39588
J. Robles,0,0,0,0,0,0,0,0,7,90,0,0,0,0,4,0,0,goalkeeper,Everton,home,Manchester City,1/15/2017,39588
A. Williams,6,0,1,0,0,0,0,0,0,90,0,0,0,0,0,3,0,defender,Everton,home,Manchester City,1/15/2017,39588
M. Holgate,4,0,2,0,0,0,0,0,0,90,0,0,0,0,0,2,1,defender,Everton,home,Manchester City,1/15/2017,39588
R. Funes Mori,5,0,3,0,0,0,0,0,0,90,0,0,0,0,0,3,0,defender,Everton,home,Manchester City,1/15/2017,39588
G. Barry,0,0,0,0,2,0,0,0,0,74,21,0,0,0,0,0,0,midfielder,Everton,home,Manchester City,1/15/2017,39588
L. Baines,0,0,1,0,0,0,0,0,0,90,21,0,0,0,0,0,0,midfielder,Everton,home,Manchester City,1/15/2017,39588
R. Barkley,0,2,4,0,1,0,2,0,0,89,35,0,0,0,0,0,0,midfielder,Everton,home,Manchester City,1/15/2017,39588
S. Coleman,0,0,0,0,0,0,1,0,0,90,20,0,0,0,0,0,0,midfielder,Everton,home,Manchester City,1/15/2017,39588
T. Davies,0,0,3,0,3,1,0,0,0,90,32,0,0,1,0,0,0,midfielder,Everton,home,Manchester City,1/15/2017,39588
K. Mirallas,0,1,0,0,0,1,1,0,0,65,14,0,0,1,0,0,0,forward,Everton,home,Manchester City,1/15/2017,39588
R. Lukaku,0,0,1,0,1,1,0,0,0,90,28,0,0,2,0,0,1,forward,Everton,home,Manchester City,1/15/2017,39588
K. Iheanacho,0,0,1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,substitute,Manchester City,away,Everton,1/15/2017,39588
C. Bravo,0,0,0,0,0,0,0,4,1,90,0,0,0,0,0,0,0,goalkeeper,Manchester City,away,Everton,1/15/2017,39588
B. Sagna,1,0,0,0,2,0,0,0,0,90,0,0,0,1,0,1,0,defender,Manchester City,away,Everton,1/15/2017,39588
G. Clichy,4,0,0,0,0,0,0,0,0,90,0,0,0,0,0,2,0,defender,Manchester City,away,Everton,1/15/2017,39588
J. Stones,7,0,0,0,0,0,0,0,0,90,0,0,0,1,0,0,0,defender,Manchester City,away,Everton,1/15/2017,39588
N. Otamendi,5,0,2,0,2,0,0,0,0,90,0,0,0,1,0,3,1,defender,Manchester City,away,Everton,1/15/2017,39588
D. Silva,0,1,1,0,4,0,0,0,0,90,95,0,0,0,0,0,1,midfielder,Manchester City,away,Everton,1/15/2017,39588
K. De Bruyne,0,5,1,1,0,0,0,0,0,90,88,0,0,1,0,0,0,midfielder,Manchester City,away,Everton,1/15/2017,39588
P. Zabaleta,0,0,0,0,2,0,0,0,0,62,31,0,0,0,0,0,0,midfielder,Manchester City,away,Everton,1/15/2017,39588
R. Sterling,0,0,1,0,3,0,0,0,0,90,50,0,0,2,0,0,0,midfielder,Manchester City,away,Everton,1/15/2017,39588
Yaya Touré,0,0,0,1,0,0,0,0,0,90,97,0,0,1,0,0,0,midfielder,Manchester City,away,Everton,1/15/2017,39588
S. Agüero,0,0,1,0,4,0,0,0,0,90,40,0,0,2,0,0,0,forward,Manchester City,away,Everton,1/15/2017,39588
J. Mata,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,substitute,Manchester United,home,Liverpool,1/15/2017,75276
M. Fellaini,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,substitute,Manchester United,home,Liverpool,1/15/2017,75276
W. Rooney,0,0,2,0,0,0,0,0,0,45,0,0,0,0,0,0,0,substitute,Manchester United,home,Liverpool,1/15/2017,75276
D. de Gea,0,0,0,0,0,0,0,1,3,90,0,0,0,0,3,0,0,goalkeeper,Manchester United,home,Liverpool,1/15/2017,75276
Antonio Valencia,3,0,2,0,1,0,1,0,0,90,0,0,0,0,0,3,0,defender,Manchester United,home,Liverpool,1/15/2017,75276
M. Darmian,1,0,0,0,2,0,0,0,0,76,0,0,0,0,0,3,0,defender,Manchester United,home,Liverpool,1/15/2017,75276
M. Rojo,9,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Manchester United,home,Liverpool,1/15/2017,75276
P. Jones,9,0,0,0,0,0,0,0,0,90,0,0,0,0,0,2,0,defender,Manchester United,home,Liverpool,1/15/2017,75276
Ander Herrera,0,0,5,0,2,0,0,0,0,90,59,0,0,0,0,0,1,midfielder,Manchester United,home,Liverpool,1/15/2017,75276
M. Carrick,0,0,0,0,2,0,0,0,0,45,28,0,0,0,0,0,0,midfielder,Manchester United,home,Liverpool,1/15/2017,75276
P. Pogba,0,0,3,0,3,0,0,0,0,90,50,0,0,2,0,0,0,midfielder,Manchester United,home,Liverpool,1/15/2017,75276
A. Martial,0,0,1,0,1,0,0,0,0,65,21,0,0,0,0,0,0,forward,Manchester United,home,Liverpool,1/15/2017,75276
H. Mkhitaryan,0,4,2,0,1,0,0,0,0,90,36,0,0,1,0,0,0,forward,Manchester United,home,Liverpool,1/15/2017,75276
Z. Ibrahimovic,0,0,1,1,1,1,0,0,0,90,19,0,0,3,0,0,0,forward,Manchester United,home,Liverpool,1/15/2017,75276
P. Coutinho,0,0,0,0,2,0,0,0,0,29,0,0,0,0,0,0,0,substitute,Liverpool,away,Manchester United,1/15/2017,75276
S. Mignolet,0,0,0,0,0,0,0,1,8,90,0,0,0,0,2,0,0,goalkeeper,Liverpool,away,Manchester United,1/15/2017,75276
D. Lovren,9,0,2,0,0,0,0,0,0,90,0,0,0,0,0,3,1,defender,Liverpool,away,Manchester United,1/15/2017,75276
J. Milner,3,7,1,0,3,1,0,0,0,90,0,1,0,1,0,1,0,defender,Liverpool,away,Manchester United,1/15/2017,75276
R. Klavan,11,0,1,0,1,0,0,0,0,90,0,0,0,0,0,1,0,defender,Liverpool,away,Manchester United,1/15/2017,75276
T. Alexander-Arnold,8,0,0,0,1,0,0,0,0,90,0,0,0,0,0,3,0,defender,Liverpool,away,Manchester United,1/15/2017,75276
E. Can,0,0,3,0,2,0,0,0,0,90,35,0,0,0,0,0,0,midfielder,Liverpool,away,Manchester United,1/15/2017,75276
G. Wijnaldum,0,0,0,0,2,0,0,0,0,90,34,0,0,2,0,0,1,midfielder,Liverpool,away,Manchester United,1/15/2017,75276
J. Henderson,0,0,0,0,0,0,0,0,0,90,54,0,0,0,0,0,0,midfielder,Liverpool,away,Manchester United,1/15/2017,75276
A. Lallana,0,0,0,0,0,0,0,0,0,90,34,0,0,1,0,0,0,forward,Liverpool,away,Manchester United,1/15/2017,75276
D. Origi,0,0,3,0,2,0,0,0,0,61,9,0,0,1,0,0,0,forward,Liverpool,away,Manchester United,1/15/2017,75276
Roberto Firmino,0,0,3,0,3,0,0,0,0,90,37,0,0,1,0,0,1,forward,Liverpool,away,Manchester United,1/15/2017,75276
D. Origi,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,substitute,Liverpool,home,Swansea City,1/21/2017,53169
D. Sturridge,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,substitute,Liverpool,home,Swansea City,1/21/2017,53169
J. Matip,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,substitute,Liverpool,home,Swansea City,1/21/2017,53169
S. Mignolet,0,0,0,0,0,0,0,3,4,90,0,0,0,0,0,0,0,goalkeeper,Liverpool,home,Swansea City,1/21/2017,53169
D. Lovren,3,0,0,0,0,0,0,0,0,90,0,0,0,3,0,2,0,defender,Liverpool,home,Swansea City,1/21/2017,53169
J. Milner,3,6,2,0,0,0,1,0,0,90,0,0,0,0,0,9,0,defender,Liverpool,home,Swansea City,1/21/2017,53169
N. Clyne,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Liverpool,home,Swansea City,1/21/2017,53169
R. Klavan,5,0,1,0,0,0,0,0,0,90,0,0,0,0,0,4,1,defender,Liverpool,home,Swansea City,1/21/2017,53169
E. Can,0,0,1,0,0,0,0,0,0,70,57,0,0,1,0,0,0,midfielder,Liverpool,home,Swansea City,1/21/2017,53169
G. Wijnaldum,0,0,2,0,1,0,1,0,0,89,61,0,0,0,0,0,0,midfielder,Liverpool,home,Swansea City,1/21/2017,53169
J. Henderson,0,0,1,0,1,0,0,0,0,90,123,0,0,1,0,0,0,midfielder,Liverpool,home,Swansea City,1/21/2017,53169
A. Lallana,0,0,0,0,0,0,0,0,0,90,53,0,0,2,0,0,0,forward,Liverpool,home,Swansea City,1/21/2017,53169
P. Coutinho,0,0,0,0,1,0,0,0,0,57,40,0,0,0,0,0,0,forward,Liverpool,home,Swansea City,1/21/2017,53169
Roberto Firmino,0,0,0,0,3,2,0,0,0,90,36,0,0,4,0,0,0,forward,Liverpool,home,Swansea City,1/21/2017,53169
A. Rangel,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,substitute,Swansea City,away,Liverpool,1/21/2017,53169
Borja Bastón,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,substitute,Swansea City,away,Liverpool,1/21/2017,53169
Jay Fulton,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,substitute,Swansea City,away,Liverpool,1/21/2017,53169
L. Fabianski,0,0,0,0,0,0,0,2,13,90,0,0,0,0,3,0,0,goalkeeper,Swansea City,away,Liverpool,1/21/2017,53169
A. Mawson,10,0,0,0,0,0,0,0,0,90,0,0,0,1,0,2,0,defender,Swansea City,away,Liverpool,1/21/2017,53169
Federico Fernández,9,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Swansea City,away,Liverpool,1/21/2017,53169
K. Naughton,3,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Swansea City,away,Liverpool,1/21/2017,53169
Martin Olsson,4,0,0,0,1,0,0,0,0,79,0,0,0,0,0,1,0,defender,Swansea City,away,Liverpool,1/21/2017,53169
J. Cork,0,0,0,0,1,0,0,0,0,90,25,0,0,0,0,0,0,midfielder,Swansea City,away,Liverpool,1/21/2017,53169
L. Fer,0,0,3,0,3,0,0,0,0,89,27,0,0,0,0,0,1,midfielder,Swansea City,away,Liverpool,1/21/2017,53169
Tom Carroll,0,0,2,0,0,0,1,0,0,90,27,0,0,0,0,0,0,midfielder,Swansea City,away,Liverpool,1/21/2017,53169
F. Llorente,0,0,1,0,0,2,0,0,0,85,35,0,0,2,0,0,0,forward,Swansea City,away,Liverpool,1/21/2017,53169
G. Sigurdsson,0,3,0,1,1,1,0,0,0,90,14,0,0,2,0,0,0,forward,Swansea City,away,Liverpool,1/21/2017,53169
W. Routledge,0,0,1,0,1,0,1,0,0,90,30,0,0,0,0,0,0,forward,Swansea City,away,Liverpool,1/21/2017,53169
B. Afobe,0,0,1,0,0,1,0,0,0,16,0,0,0,0,0,0,0,substitute,Bournemouth,home,Watford,1/21/2017,11123
J. Ibe,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,substitute,Bournemouth,home,Watford,1/21/2017,11123
M. Pugh,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,substitute,Bournemouth,home,Watford,1/21/2017,11123
A. Boruc,0,0,0,0,0,0,0,2,6,90,0,0,0,0,1,0,0,goalkeeper,Bournemouth,home,Watford,1/21/2017,11123
Adam Smith,4,0,0,0,2,0,1,0,0,90,0,0,0,0,0,2,0,defender,Bournemouth,home,Watford,1/21/2017,11123
C. Daniels,0,1,0,0,2,0,0,0,0,90,0,0,0,1,0,1,0,defender,Bournemouth,home,Watford,1/21/2017,11123
S. Cook,10,0,2,0,1,0,0,0,0,90,0,0,0,0,0,0,1,defender,Bournemouth,home,Watford,1/21/2017,11123
T. Mings,7,0,0,0,2,0,0,0,0,90,0,0,0,0,0,1,0,defender,Bournemouth,home,Watford,1/21/2017,11123
A. Surman,0,0,1,0,2,0,1,0,0,90,81,0,0,0,0,0,0,midfielder,Bournemouth,home,Watford,1/21/2017,11123
J. King,0,0,2,0,1,1,0,0,0,74,20,0,0,3,0,0,0,midfielder,Bournemouth,home,Watford,1/21/2017,11123
J. Stanislas,0,4,0,0,0,0,0,0,0,74,35,0,0,0,0,0,0,midfielder,Bournemouth,home,Watford,1/21/2017,11123
J. Wilshere,0,0,0,0,3,0,0,0,0,90,65,0,0,2,0,0,0,midfielder,Bournemouth,home,Watford,1/21/2017,11123
R. Fraser,0,3,0,0,2,0,0,0,0,81,38,0,0,2,0,0,0,midfielder,Bournemouth,home,Watford,1/21/2017,11123
C. Wilson,0,0,0,0,0,0,0,0,0,90,12,0,0,2,0,0,0,forward,Bournemouth,home,Watford,1/21/2017,11123
C. Cathcart,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,substitute,Watford,away,Bournemouth,1/21/2017,11123
D. Janmaat,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,substitute,Watford,away,Bournemouth,1/21/2017,11123
O. Ighalo,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,substitute,Watford,away,Bournemouth,1/21/2017,11123
H. Gomes,0,0,0,0,0,0,0,2,8,90,0,0,0,0,3,0,0,goalkeeper,Watford,away,Bournemouth,1/21/2017,11123
M. Britos,3,0,0,0,0,0,1,0,0,90,0,0,0,0,0,1,0,defender,Watford,away,Bournemouth,1/21/2017,11123
S. Prödl,8,0,2,0,1,0,0,0,0,90,0,0,0,0,0,1,0,defender,Watford,away,Bournemouth,1/21/2017,11123
Y. Kaboul,8,0,1,0,0,0,0,0,0,90,0,0,0,0,0,2,1,defender,Watford,away,Bournemouth,1/21/2017,11123
A. Doucouré,0,0,1,0,1,0,0,0,0,88,39,0,0,1,0,0,0,midfielder,Watford,away,Bournemouth,1/21/2017,11123
C. Kabasele,0,0,2,0,0,1,0,0,0,85,13,0,0,1,0,0,0,midfielder,Watford,away,Bournemouth,1/21/2017,11123
E. Capoue,0,0,2,0,1,0,0,0,0,90,29,0,0,0,0,0,0,midfielder,Watford,away,Bournemouth,1/21/2017,11123
J. Holebas,0,2,1,0,0,0,0,0,0,90,30,0,0,1,0,0,1,midfielder,Watford,away,Bournemouth,1/21/2017,11123
S. Okaka,0,0,3,0,1,0,0,0,0,62,9,0,0,0,0,0,0,forward,Watford,away,Bournemouth,1/21/2017,11123
T. Cleverley,0,2,2,0,0,0,1,0,0,90,33,0,0,1,0,0,0,forward,Watford,away,Bournemouth,1/21/2017,11123
T. Deeney,0,0,1,0,1,1,0,0,0,90,36,0,0,1,0,0,0,forward,Watford,away,Bournemouth,1/21/2017,11123
A. Townsend,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,substitute,Crystal Palace,home,Everton,1/21/2017,25594
Joe Ledley,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,substitute,Crystal Palace,home,Everton,1/21/2017,25594
Lee Chung-yong,0,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0,0,substitute,Crystal Palace,home,Everton,1/21/2017,25594
W. Hennessey,0,0,0,0,0,0,0,1,3,90,0,0,0,0,7,0,0,goalkeeper,Crystal Palace,home,Everton,1/21/2017,25594
D. Delaney,10,0,1,0,1,0,0,0,0,90,0,0,0,0,0,0,0,defender,Crystal Palace,home,Everton,1/21/2017,25594
J. Tomkins,3,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Crystal Palace,home,Everton,1/21/2017,25594
S. Dann,4,0,0,0,0,0,0,0,0,90,0,0,0,2,0,1,0,defender,Crystal Palace,home,Everton,1/21/2017,25594
J. Puncheon,0,5,2,0,2,0,0,0,0,90,52,0,0,1,0,0,0,midfielder,Crystal Palace,home,Everton,1/21/2017,25594
J. Schlupp,0,0,1,0,1,0,0,0,0,88,29,0,0,0,0,0,0,midfielder,Crystal Palace,home,Everton,1/21/2017,25594
J. Ward,0,0,0,0,2,0,0,0,0,90,35,0,0,0,0,0,0,midfielder,Crystal Palace,home,Everton,1/21/2017,25594
Y. Cabaye,0,2,0,0,1,0,0,0,0,72,39,0,0,0,0,0,0,midfielder,Crystal Palace,home,Everton,1/21/2017,25594
C. Benteke,0,0,4,0,2,0,0,0,0,90,28,0,0,1,0,0,0,forward,Crystal Palace,home,Everton,1/21/2017,25594
J. McArthur,0,1,2,0,4,0,0,0,0,90,33,0,0,0,0,0,0,forward,Crystal Palace,home,Everton,1/21/2017,25594
L. Remy,0,0,0,0,1,0,0,0,0,61,11,0,0,0,0,0,0,forward,Crystal Palace,home,Everton,1/21/2017,25594
A. Lookman,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,substitute,Everton,away,Crystal Palace,1/21/2017,25594
M. Schneiderlin,0,0,2,0,0,0,0,0,0,31,0,0,0,0,0,0,0,substitute,Everton,away,Crystal Palace,1/21/2017,25594
P. Jagielka,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,substitute,Everton,away,Crystal Palace,1/21/2017,25594
J. Robles,0,0,0,0,0,0,0,0,4,90,0,0,0,0,2,0,0,goalkeeper,Everton,away,Crystal Palace,1/21/2017,25594
A. Williams,10,0,0,0,0,0,0,0,0,90,0,0,0,1,0,0,0,defender,Everton,away,Crystal Palace,1/21/2017,25594
M. Holgate,7,0,2,0,0,0,0,0,0,90,0,0,0,0,0,3,1,defender,Everton,away,Crystal Palace,1/21/2017,25594
R. Funes Mori,12,0,0,0,0,0,0,0,0,90,0,0,0,1,0,2,0,defender,Everton,away,Crystal Palace,1/21/2017,25594
G. Barry,0,1,1,0,0,0,0,0,0,59,53,0,0,0,0,0,0,midfielder,Everton,away,Crystal Palace,1/21/2017,25594
L. Baines,0,0,3,0,0,0,0,0,0,90,31,0,0,0,0,0,0,midfielder,Everton,away,Crystal Palace,1/21/2017,25594
R. Barkley,0,1,2,0,2,0,0,0,0,89,63,0,0,4,0,0,0,midfielder,Everton,away,Crystal Palace,1/21/2017,25594
S. Coleman,0,0,1,0,1,1,0,0,0,90,28,0,0,2,0,0,0,midfielder,Everton,away,Crystal Palace,1/21/2017,25594
T. Davies,0,0,2,0,3,0,1,0,0,90,48,0,0,1,0,0,0,midfielder,Everton,away,Crystal Palace,1/21/2017,25594
K. Mirallas,0,5,0,0,1,0,0,0,0,72,23,0,0,2,0,0,0,forward,Everton,away,Crystal Palace,1/21/2017,25594
R. Lukaku,0,0,1,0,1,0,0,0,0,90,30,0,0,2,0,0,0,forward,Everton,away,Crystal Palace,1/21/2017,25594
P. Bamford,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,substitute,Middlesbrough,home,West Ham United,1/21/2017,30848
R. Gestede,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,substitute,Middlesbrough,home,West Ham United,1/21/2017,30848
V. Valdés,0,0,0,0,0,0,0,3,6,90,0,0,0,0,2,0,0,goalkeeper,Middlesbrough,home,West Ham United,1/21/2017,30848
B. Gibson,3,0,1,0,1,0,0,0,0,90,0,0,0,0,0,0,1,defender,Middlesbrough,home,West Ham United,1/21/2017,30848
Bernardo,1,0,2,0,3,0,0,0,0,90,0,0,0,0,0,6,1,defender,Middlesbrough,home,West Ham United,1/21/2017,30848
Calum Chambers,1,0,0,0,0,0,1,0,0,90,0,0,0,1,0,4,0,defender,Middlesbrough,home,West Ham United,1/21/2017,30848
G. Friend,4,0,1,0,2,0,0,0,0,90,0,0,0,0,0,2,0,defender,Middlesbrough,home,West Ham United,1/21/2017,30848
A. Clayton,0,1,0,0,0,0,0,0,0,90,74,0,0,0,0,0,0,midfielder,Middlesbrough,home,West Ham United,1/21/2017,30848
A. Forshaw,0,6,1,1,1,0,0,0,0,83,39,0,0,1,0,0,0,midfielder,Middlesbrough,home,West Ham United,1/21/2017,30848
M. de Roon,0,0,0,0,0,0,0,0,0,90,54,0,0,1,0,0,0,midfielder,Middlesbrough,home,West Ham United,1/21/2017,30848
A. Traoré,0,0,0,0,3,0,0,0,0,90,36,0,0,0,0,0,0,forward,Middlesbrough,home,West Ham United,1/21/2017,30848
C. Stuani,0,0,1,0,2,1,0,0,0,80,22,0,0,1,0,0,0,forward,Middlesbrough,home,West Ham United,1/21/2017,30848
Á. Negredo,0,0,1,0,0,0,0,0,0,90,29,0,0,2,0,0,0,forward,Middlesbrough,home,West Ham United,1/21/2017,30848
E. Fernandes,0,0,2,0,0,0,0,0,0,36,0,0,0,0,0,0,0,substitute,West Ham United,away,Middlesbrough,1/21/2017,30848
J. Calleri,0,0,3,0,0,1,0,0,0,23,0,0,0,0,0,0,0,substitute,West Ham United,away,Middlesbrough,1/21/2017,30848
J. Collins,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,substitute,West Ham United,away,Middlesbrough,1/21/2017,30848
D. Randolph,0,0,0,0,0,0,0,1,8,90,0,0,0,0,1,0,0,goalkeeper,West Ham United,away,Middlesbrough,1/21/2017,30848
A. Cresswell,2,0,0,0,1,0,0,0,0,90,0,0,0,0,0,2,0,defender,West Ham United,away,Middlesbrough,1/21/2017,30848
A. Ogbonna,14,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,West Ham United,away,Middlesbrough,1/21/2017,30848
S. Byram,4,0,3,0,1,0,0,0,0,90,0,0,0,1,0,1,0,defender,West Ham United,away,Middlesbrough,1/21/2017,30848
W. Reid,12,0,1,0,1,0,0,0,0,90,0,0,0,0,0,1,0,defender,West Ham United,away,Middlesbrough,1/21/2017,30848
M. Antonio,0,0,2,0,2,0,0,0,0,90,17,0,0,3,0,0,0,midfielder,West Ham United,away,Middlesbrough,1/21/2017,30848
M. Lanzini,0,4,1,0,1,0,2,0,0,90,43,0,0,1,0,0,1,midfielder,West Ham United,away,Middlesbrough,1/21/2017,30848
M. Noble,0,0,0,0,0,0,0,0,0,54,33,0,0,1,0,0,0,midfielder,West Ham United,away,Middlesbrough,1/21/2017,30848
P. Obiang,0,0,2,0,0,0,0,0,0,90,40,0,0,0,0,0,0,midfielder,West Ham United,away,Middlesbrough,1/21/2017,30848
S. Feghouli,0,1,0,0,1,0,0,0,0,83,30,0,0,0,0,0,0,midfielder,West Ham United,away,Middlesbrough,1/21/2017,30848
A. Carroll,0,0,0,0,0,2,0,0,0,67,27,0,0,2,0,0,0,forward,West Ham United,away,Middlesbrough,1/21/2017,30848
Gianelli Imbula,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,substitute,Stoke City,home,Manchester United,1/21/2017,27423
I. Afellay,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,substitute,Stoke City,home,Manchester United,1/21/2017,27423
J. Ngoy,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,substitute,Stoke City,home,Manchester United,1/21/2017,27423
L. Grant,0,0,0,0,0,0,0,1,13,90,0,0,0,0,7,0,1,goalkeeper,Stoke City,home,Manchester United,1/21/2017,27423
E. Pieters,5,0,1,0,1,0,0,0,0,90,0,0,0,0,0,1,1,defender,Stoke City,home,Manchester United,1/21/2017,27423
G. Johnson,7,0,0,0,1,0,0,0,0,90,0,0,0,0,0,4,0,defender,Stoke City,home,Manchester United,1/21/2017,27423
Martins Indi,10,0,1,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Stoke City,home,Manchester United,1/21/2017,27423
R. Shawcross,8,0,0,0,2,0,0,0,0,90,0,0,0,0,0,1,0,defender,Stoke City,home,Manchester United,1/21/2017,27423
C. Adam,0,0,5,0,2,0,0,0,0,63,24,0,0,0,0,0,0,midfielder,Stoke City,home,Manchester United,1/21/2017,27423
G. Whelan,0,0,0,0,1,0,0,0,0,90,39,0,0,0,0,0,0,midfielder,Stoke City,home,Manchester United,1/21/2017,27423
J. Allen,0,0,2,0,1,0,0,0,0,90,32,0,0,0,0,0,1,midfielder,Stoke City,home,Manchester United,1/21/2017,27423
M. Arnautovic,0,0,3,0,1,0,0,0,0,88,31,0,0,0,0,0,1,midfielder,Stoke City,home,Manchester United,1/21/2017,27423
X. Shaqiri,0,0,0,0,1,0,0,0,0,73,20,0,0,2,0,0,0,midfielder,Stoke City,home,Manchester United,1/21/2017,27423
P. Crouch,0,0,1,0,1,0,0,0,0,90,35,0,0,1,0,0,0,forward,Stoke City,home,Manchester United,1/21/2017,27423
J. Lingard,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,substitute,Manchester United,away,Stoke City,1/21/2017,27423
M. Rashford,0,0,1,0,1,0,0,0,0,34,0,0,0,0,0,0,0,substitute,Manchester United,away,Stoke City,1/21/2017,27423
W. Rooney,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,substitute,Manchester United,away,Stoke City,1/21/2017,27423
D. de Gea,0,0,0,0,0,0,0,1,2,90,0,0,0,0,1,0,0,goalkeeper,Manchester United,away,Stoke City,1/21/2017,27423
Antonio Valencia,0,1,0,0,1,0,0,0,0,90,0,0,0,0,0,4,0,defender,Manchester United,away,Stoke City,1/21/2017,27423
C. Smalling,13,0,2,0,0,0,0,0,0,90,0,0,0,1,0,0,0,defender,Manchester United,away,Stoke City,1/21/2017,27423
D. Blind,5,3,2,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,Manchester United,away,Stoke City,1/21/2017,27423
P. Jones,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,4,0,defender,Manchester United,away,Stoke City,1/21/2017,27423
Ander Herrera,0,0,2,0,2,0,0,0,0,90,110,0,0,1,0,0,0,midfielder,Manchester United,away,Stoke City,1/21/2017,27423
M. Fellaini,0,0,1,0,0,0,0,0,0,56,27,0,0,3,0,0,0,midfielder,Manchester United,away,Stoke City,1/21/2017,27423
P. Pogba,0,0,1,0,3,0,0,0,0,90,76,0,0,3,0,0,0,midfielder,Manchester United,away,Stoke City,1/21/2017,27423
H. Mkhitaryan,0,1,1,0,1,0,0,0,0,73,51,0,0,2,0,0,0,forward,Manchester United,away,Stoke City,1/21/2017,27423
J. Mata,0,0,0,0,1,0,0,0,0,67,39,0,0,2,0,0,0,forward,Manchester United,away,Stoke City,1/21/2017,27423
Z. Ibrahimovic,0,0,1,0,1,0,0,0,0,90,42,0,0,0,0,0,0,forward,Manchester United,away,Stoke City,1/21/2017,27423
H. Robson-Kanu,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,substitute,West Bromwich Albion,home,Sunderland,1/21/2017,24380
J. Livermore,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,substitute,West Bromwich Albion,home,Sunderland,1/21/2017,24380
J. McClean,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,substitute,West Bromwich Albion,home,Sunderland,1/21/2017,24380
B. Foster,0,0,0,0,0,0,0,0,7,90,0,0,0,0,3,0,0,goalkeeper,West Bromwich Albion,home,Sunderland,1/21/2017,24380
