player,CLR,COR,FC,FK,FS,G,GA,GC,GK,MINS,PAS,PEN,R,S,SAV,TA,Y,position,team,field,opponent,kickoff,attendance
F. Acerbi,6,0,0,0,1,0,0,0,0,90,0,0,0,0,0,0,0,defender,Sassuolo,home,Crotone,10/16/2016,0
F. Peluso,3,0,1,0,1,0,0,0,0,90,0,0,0,1,0,3,0,defender,Sassuolo,home,Crotone,10/16/2016,0
Paolo Cannavaro,6,0,1,0,5,0,0,0,0,90,0,0,0,0,0,2,0,defender,Sassuolo,home,Crotone,10/16/2016,0
Pol Lirola,2,0,0,0,0,0,0,0,0,90,0,0,0,1,0,0,0,defender,Sassuolo,home,Crotone,10/16/2016,0
D. Biondini,0,0,1,0,2,0,0,0,0,67,54,0,0,1,0,0,0,midfielder,Sassuolo,home,Crotone,10/16/2016,0
F. Magnanelli,0,0,0,0,5,0,0,0,0,90,107,0,0,0,0,0,0,midfielder,Sassuolo,home,Crotone,10/16/2016,0
L. Pellegrini,0,12,0,0,2,0,1,0,0,90,60,0,0,2,0,0,0,midfielder,Sassuolo,home,Crotone,10/16/2016,0
Federico Ricci,0,0,2,0,0,0,0,0,0,45,18,0,0,0,0,0,0,forward,Sassuolo,home,Crotone,10/16/2016,0
G. Defrel,0,0,1,0,1,0,0,0,0,74,23,0,0,4,0,0,0,forward,Sassuolo,home,Crotone,10/16/2016,0
M. Politano,0,3,0,1,3,0,0,0,0,90,59,0,0,3,0,0,0,forward,Sassuolo,home,Crotone,10/16/2016,0
D. Mesbah,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,substitute,Crotone,away,Sassuolo,10/16/2016,0
Marcus Rohdén,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,substitute,Crotone,away,Sassuolo,10/16/2016,0
N. Dussenne,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,substitute,Crotone,away,Sassuolo,10/16/2016,0
A. Cordaz,0,0,0,0,0,0,0,2,9,90,0,0,0,0,7,0,0,goalkeeper,Crotone,away,Sassuolo,10/16/2016,0
A. Rosi,2,0,3,0,5,0,1,0,0,90,0,0,0,0,0,4,0,defender,Crotone,away,Sassuolo,10/16/2016,0
B. Martella,4,0,0,0,0,0,0,0,0,77,0,0,0,0,0,2,0,defender,Crotone,away,Sassuolo,10/16/2016,0
Claiton,7,0,0,0,1,0,0,0,0,74,0,0,0,0,0,1,0,defender,Crotone,away,Sassuolo,10/16/2016,0
G. Ferrari,5,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Crotone,away,Sassuolo,10/16/2016,0
A. Salzano,0,1,2,0,0,0,0,0,0,90,30,0,0,0,0,0,0,midfielder,Crotone,away,Sassuolo,10/16/2016,0
L. Capezzi,0,0,3,1,0,0,0,0,0,90,24,0,0,1,0,0,1,midfielder,Crotone,away,Sassuolo,10/16/2016,0
L. Crisetig,0,0,2,0,1,0,0,0,0,90,44,0,0,0,0,0,1,midfielder,Crotone,away,Sassuolo,10/16/2016,0
A. Tonev,0,0,0,0,1,0,0,0,0,69,7,0,0,0,0,0,0,forward,Crotone,away,Sassuolo,10/16/2016,0
D. Falcinelli,0,0,7,0,0,1,0,0,0,90,14,0,0,2,0,0,0,forward,Crotone,away,Sassuolo,10/16/2016,0
R. Palladino,0,0,4,0,0,0,0,0,0,90,29,0,0,0,0,0,1,forward,Crotone,away,Sassuolo,10/16/2016,0
J. de Guzmán,0,0,1,0,1,0,0,0,0,25,0,0,0,0,0,0,0,substitute,Chievo,home,Milan,10/16/2016,0
R. Meggiorini,0,0,1,0,1,0,0,0,0,30,0,0,0,0,0,0,1,substitute,Chievo,home,Milan,10/16/2016,0
S. Pellissier,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,substitute,Chievo,home,Milan,10/16/2016,0
S. Sorrentino,0,0,0,0,0,0,0,3,9,90,0,0,0,0,3,0,0,goalkeeper,Chievo,home,Milan,10/16/2016,0
A. Gamberini,1,0,0,0,1,0,0,0,0,90,0,0,0,0,0,1,0,defender,Chievo,home,Milan,10/16/2016,0
D. Dainelli,2,0,2,0,2,0,0,0,0,90,0,0,0,0,0,5,1,defender,Chievo,home,Milan,10/16/2016,0
F. Cacciatore,1,0,6,0,0,0,0,0,0,90,0,0,0,0,0,1,1,defender,Chievo,home,Milan,10/16/2016,0
M. Gobbi,4,0,1,0,2,0,0,0,0,90,0,0,0,0,0,0,0,defender,Chievo,home,Milan,10/16/2016,0
I. Radovanovic,0,0,1,0,2,0,0,0,0,90,46,0,0,1,0,0,0,midfielder,Chievo,home,Milan,10/16/2016,0
L. Castro,0,0,3,0,1,0,0,0,0,90,30,0,0,0,0,0,0,midfielder,Chievo,home,Milan,10/16/2016,0
M. Izco,0,0,1,0,0,0,0,0,0,65,23,0,0,0,0,0,0,midfielder,Chievo,home,Milan,10/16/2016,0
V. Birsa,0,7,1,1,0,1,0,0,0,90,33,0,0,4,0,0,0,midfielder,Chievo,home,Milan,10/16/2016,0
A. Floro Flores,0,0,0,0,3,0,0,0,0,77,16,0,0,1,0,0,0,forward,Chievo,home,Milan,10/16/2016,0
R. Inglese,0,0,0,0,0,0,0,0,0,60,15,0,0,0,0,0,0,forward,Chievo,home,Milan,10/16/2016,0
A. Poli,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,substitute,Milan,away,Chievo,10/16/2016,0
C. Bacca,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,substitute,Milan,away,Chievo,10/16/2016,0
J. Sosa,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,substitute,Milan,away,Chievo,10/16/2016,0
G. Donnarumma,0,0,0,0,0,0,0,1,4,90,0,0,0,0,4,0,0,goalkeeper,Milan,away,Chievo,10/16/2016,0
A. Romagnoli,7,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,Milan,away,Chievo,10/16/2016,0
G. Paletta,6,0,3,0,0,0,0,0,0,90,0,0,0,1,0,2,1,defender,Milan,away,Chievo,10/16/2016,0
I. Abate,1,0,2,0,0,0,0,0,0,90,0,0,0,0,0,2,0,defender,Milan,away,Chievo,10/16/2016,0
M. De Sciglio,4,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Milan,away,Chievo,10/16/2016,0
G. Bonaventura,0,1,0,1,5,0,1,0,0,90,52,0,0,0,0,0,0,midfielder,Milan,away,Chievo,10/16/2016,0
J. Kucka,0,0,3,0,3,1,0,0,0,90,46,0,0,2,0,0,0,midfielder,Milan,away,Chievo,10/16/2016,0
M. Locatelli,0,0,1,0,0,0,0,0,0,90,41,0,0,0,0,0,1,midfielder,Milan,away,Chievo,10/16/2016,0
G. Lapadula,0,0,3,0,2,0,0,0,0,70,16,0,0,2,0,0,0,forward,Milan,away,Chievo,10/16/2016,0
M. Niang,0,0,0,1,3,1,0,0,0,88,29,0,0,3,0,0,0,forward,Milan,away,Chievo,10/16/2016,0
Suso,0,1,1,0,2,0,0,0,0,81,29,0,0,1,0,0,0,forward,Milan,away,Chievo,10/16/2016,0
O. Hiljemark,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,substitute,Palermo,home,Torino,10/17/2016,0
Thiago Cionek,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,substitute,Palermo,home,Torino,10/17/2016,0
J. Posavec,0,0,0,0,0,0,0,4,4,90,0,0,0,0,3,0,0,goalkeeper,Palermo,home,Torino,10/17/2016,0
Giancarlo González,6,0,3,0,1,0,0,0,0,90,0,0,0,0,0,2,1,defender,Palermo,home,Torino,10/17/2016,0
R. Vitiello,3,0,1,0,1,0,0,0,0,76,0,0,0,0,0,0,1,defender,Palermo,home,Torino,10/17/2016,0
S. Andjelkovic,2,0,1,0,2,0,0,0,0,90,0,0,0,0,0,2,1,defender,Palermo,home,Torino,10/17/2016,0
A. Rispoli,0,1,1,0,1,0,0,0,0,90,46,0,0,1,0,0,0,midfielder,Palermo,home,Torino,10/17/2016,0
Bruno Henrique,0,0,4,0,4,0,0,0,0,90,76,0,0,0,0,0,0,midfielder,Palermo,home,Torino,10/17/2016,0
H. Aleesami,0,0,2,0,1,0,0,0,0,90,37,0,0,1,0,0,0,midfielder,Palermo,home,Torino,10/17/2016,0
I. Chochev,0,0,1,0,1,1,0,0,0,90,50,0,0,3,0,0,1,midfielder,Palermo,home,Torino,10/17/2016,0
A. Bentivegna,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,forward,Palermo,home,Torino,10/17/2016,0
A. Diamanti,0,8,0,0,5,0,1,0,0,90,49,0,0,1,0,0,0,forward,Palermo,home,Torino,10/17/2016,0
I. Nestorovski,0,0,1,0,4,0,0,0,0,90,14,0,0,3,0,0,0,forward,Palermo,home,Torino,10/17/2016,0
J. Obi,0,0,2,0,1,0,0,0,0,24,0,0,0,0,0,0,0,substitute,Torino,away,Palermo,10/17/2016,0
L. Boyé,0,0,3,0,1,0,0,0,0,35,0,0,0,0,0,0,1,substitute,Torino,away,Palermo,10/17/2016,0
S. Lukic,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,substitute,Torino,away,Palermo,10/17/2016,0
J. Hart,0,0,0,0,0,0,0,1,6,90,0,0,0,0,2,0,0,goalkeeper,Torino,away,Palermo,10/17/2016,0
A. Barreca,3,0,1,0,2,0,0,0,0,90,0,0,0,1,0,3,0,defender,Torino,away,Palermo,10/17/2016,0
D. Zappacosta,3,1,0,0,0,0,1,0,0,90,0,0,0,0,0,3,0,defender,Torino,away,Palermo,10/17/2016,0
L. Rossettini,4,0,2,0,1,0,0,0,0,90,0,0,0,0,0,2,0,defender,Torino,away,Palermo,10/17/2016,0
Leandro Castán,3,0,3,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Torino,away,Palermo,10/17/2016,0
D. Baselli,0,0,4,0,2,1,1,0,0,66,19,0,0,1,0,0,0,midfielder,Torino,away,Palermo,10/17/2016,0
M. Benassi,0,0,2,0,0,1,0,0,0,90,24,0,0,2,0,0,0,midfielder,Torino,away,Palermo,10/17/2016,0
M. Valdifiori,0,0,2,0,1,0,0,0,0,84,53,0,0,1,0,0,0,midfielder,Torino,away,Palermo,10/17/2016,0
A. Belotti,0,0,3,0,4,0,0,0,0,90,20,0,0,0,0,0,0,forward,Torino,away,Palermo,10/17/2016,0
A. Ljajic,0,1,0,0,0,2,0,0,0,55,18,0,0,3,0,0,1,forward,Torino,away,Palermo,10/17/2016,0
I. Falque,0,3,1,1,2,0,2,0,0,90,43,0,0,1,0,0,0,forward,Torino,away,Palermo,10/17/2016,0
A. Palombo,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,substitute,Sampdoria,home,Genoa,10/22/2016,0
F. Djuricic,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,substitute,Sampdoria,home,Genoa,10/22/2016,0
R. Álvarez,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,substitute,Sampdoria,home,Genoa,10/22/2016,0
C. Puggioni,0,0,0,0,0,0,0,1,11,90,0,0,0,0,4,0,1,goalkeeper,Sampdoria,home,Genoa,10/22/2016,0
J. Sala,2,0,1,0,2,0,0,0,0,90,0,0,0,0,0,2,1,defender,Sampdoria,home,Genoa,10/22/2016,0
M. Silvestre,8,0,0,0,1,0,0,0,0,90,0,0,0,1,0,1,0,defender,Sampdoria,home,Genoa,10/22/2016,0
M. Skriniar,10,0,0,0,1,0,0,0,0,90,0,0,0,1,0,1,0,defender,Sampdoria,home,Genoa,10/22/2016,0
V. Regini,5,0,1,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Sampdoria,home,Genoa,10/22/2016,0
B. Fernandes,0,3,1,0,1,0,0,0,0,67,15,0,0,0,0,0,0,midfielder,Sampdoria,home,Genoa,10/22/2016,0
E. Barreto,0,2,2,0,1,0,0,0,0,90,27,0,0,1,0,0,0,midfielder,Sampdoria,home,Genoa,10/22/2016,0
K. Linetty,0,0,3,0,1,0,0,0,0,90,26,0,0,0,0,0,1,midfielder,Sampdoria,home,Genoa,10/22/2016,0
L. Torreira,0,0,1,0,1,0,0,0,0,76,18,0,0,0,0,0,0,midfielder,Sampdoria,home,Genoa,10/22/2016,0
F. Quagliarella,0,0,3,0,2,0,1,0,0,90,12,0,0,6,0,0,0,forward,Sampdoria,home,Genoa,10/22/2016,0
L. Muriel,0,0,0,0,3,1,0,0,0,87,19,0,0,3,0,0,0,forward,Sampdoria,home,Genoa,10/22/2016,0
E. Muñoz,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,substitute,Genoa,away,Sampdoria,10/22/2016,0
L. Pavoletti,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,substitute,Genoa,away,Sampdoria,10/22/2016,0
N. Ninkovic,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,substitute,Genoa,away,Sampdoria,10/22/2016,0
M. Perin,0,0,0,0,0,0,0,2,9,90,0,0,0,0,6,0,1,goalkeeper,Genoa,away,Sampdoria,10/22/2016,0
A. Izzo,7,0,0,0,2,0,0,0,0,90,0,0,0,0,0,0,0,defender,Genoa,away,Sampdoria,10/22/2016,0
L. Orban,9,0,3,0,0,0,0,0,0,60,0,0,0,0,0,1,1,defender,Genoa,away,Sampdoria,10/22/2016,0
N. Burdisso,8,0,1,0,1,0,0,0,0,90,0,0,0,2,0,0,0,defender,Genoa,away,Sampdoria,10/22/2016,0
D. Laxalt,0,0,1,0,0,0,0,0,0,90,34,0,0,0,0,0,1,midfielder,Genoa,away,Sampdoria,10/22/2016,0
Edenilson,0,2,0,0,2,0,1,0,0,90,43,0,0,0,0,0,0,midfielder,Genoa,away,Sampdoria,10/22/2016,0
M. Veloso,0,4,1,0,0,0,0,0,0,90,51,0,0,1,0,0,0,midfielder,Genoa,away,Sampdoria,10/22/2016,0
T. Rincón,0,0,2,0,2,0,0,0,0,74,45,0,0,0,0,0,0,midfielder,Genoa,away,Sampdoria,10/22/2016,0
G. Pandev,0,0,0,0,2,0,0,0,0,82,20,0,0,0,0,0,0,forward,Genoa,away,Sampdoria,10/22/2016,0
G. Simeone,0,0,2,0,1,0,0,0,0,90,11,0,0,0,0,0,0,forward,Genoa,away,Sampdoria,10/22/2016,0
Luca Rigoni,0,0,2,0,2,1,0,0,0,90,27,0,0,2,0,0,0,forward,Genoa,away,Sampdoria,10/22/2016,0
A. Poli,0,0,1,0,1,0,0,0,0,21,0,0,0,0,0,0,0,substitute,Milan,home,Juventus,10/22/2016,0
G. Lapadula,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,substitute,Milan,home,Juventus,10/22/2016,0
Gustavo Gómez,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,1,substitute,Milan,home,Juventus,10/22/2016,0
G. Donnarumma,0,0,0,0,0,0,0,0,19,90,0,0,0,0,3,0,1,goalkeeper,Milan,home,Juventus,10/22/2016,0
A. Romagnoli,3,0,1,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,Milan,home,Juventus,10/22/2016,0
G. Paletta,5,0,1,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Milan,home,Juventus,10/22/2016,0
I. Abate,3,0,1,0,0,0,0,0,0,90,0,0,0,0,0,6,0,defender,Milan,home,Juventus,10/22/2016,0
M. De Sciglio,6,0,1,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Milan,home,Juventus,10/22/2016,0
G. Bonaventura,0,1,2,0,3,0,0,0,0,90,26,0,0,0,0,0,0,midfielder,Milan,home,Juventus,10/22/2016,0
J. Kucka,0,0,3,0,3,0,0,0,0,90,35,0,0,0,0,0,1,midfielder,Milan,home,Juventus,10/22/2016,0
M. Locatelli,0,0,2,0,1,1,0,0,0,81,34,0,0,2,0,0,1,midfielder,Milan,home,Juventus,10/22/2016,0
C. Bacca,0,0,1,0,3,0,0,0,0,89,16,0,0,0,0,0,0,forward,Milan,home,Juventus,10/22/2016,0
M. Niang,0,1,1,0,2,0,0,0,0,69,15,0,0,0,0,0,0,forward,Milan,home,Juventus,10/22/2016,0
Suso,0,3,3,0,1,0,1,0,0,90,25,0,0,1,0,0,0,forward,Milan,home,Juventus,10/22/2016,0
J. Cuadrado,0,0,0,0,4,0,0,0,0,57,0,0,0,0,0,0,0,substitute,Juventus,away,Milan,10/22/2016,0
M. Mandzukic,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,substitute,Juventus,away,Milan,10/22/2016,0
S. Sturaro,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,substitute,Juventus,away,Milan,10/22/2016,0
G. Buffon,0,0,0,0,0,0,0,1,3,90,0,0,0,0,1,0,0,goalkeeper,Juventus,away,Milan,10/22/2016,0
A. Barzagli,6,0,0,0,0,0,0,0,0,90,0,0,0,0,0,2,0,defender,Juventus,away,Milan,10/22/2016,0
L. Bonucci,10,0,2,0,4,0,0,0,0,90,0,0,0,2,0,0,1,defender,Juventus,away,Milan,10/22/2016,0
M. Benatia,4,0,1,0,1,0,0,0,0,75,0,0,0,0,0,2,0,defender,Juventus,away,Milan,10/22/2016,0
Alex Sandro,0,0,1,0,1,0,0,0,0,90,29,0,0,2,0,0,0,midfielder,Juventus,away,Milan,10/22/2016,0
Dani Alves,0,3,3,0,4,0,0,0,0,90,69,0,0,2,0,0,1,midfielder,Juventus,away,Milan,10/22/2016,0
Hernanes,0,0,3,0,3,0,0,0,0,87,38,0,0,2,0,0,0,midfielder,Juventus,away,Milan,10/22/2016,0
M. Pjanic,0,5,2,1,0,0,0,0,0,90,50,0,0,1,0,0,1,midfielder,Juventus,away,Milan,10/22/2016,0
S. Khedira,0,0,1,0,0,0,0,0,0,90,54,0,0,2,0,0,0,midfielder,Juventus,away,Milan,10/22/2016,0
G. Higuaín,0,0,0,0,0,0,0,0,0,90,18,0,0,1,0,0,0,forward,Juventus,away,Milan,10/22/2016,0
P. Dybala,0,1,1,0,1,0,0,0,0,33,11,0,0,2,0,0,0,forward,Juventus,away,Milan,10/22/2016,0
E. Badu,0,0,0,0,2,0,0,0,0,33,0,0,0,0,0,0,0,substitute,Udinese,home,Pescara,10/23/2016,0
E. Hallfredsson,0,0,2,0,0,0,0,0,0,27,0,0,0,0,0,0,0,substitute,Udinese,home,Pescara,10/23/2016,0
T. Heurtaux,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,substitute,Udinese,home,Pescara,10/23/2016,0
O. Karnezis,0,0,0,0,0,0,0,1,15,90,0,0,0,0,2,0,1,goalkeeper,Udinese,home,Pescara,10/23/2016,0
Danilo,7,0,0,0,0,0,0,0,0,90,0,0,0,1,0,0,0,defender,Udinese,home,Pescara,10/23/2016,0
Felipe,7,0,2,0,0,0,0,0,0,90,0,0,0,0,0,3,0,defender,Udinese,home,Pescara,10/23/2016,0
S. Widmer,3,0,1,0,0,0,0,0,0,90,0,0,0,0,0,5,0,defender,Udinese,home,Pescara,10/23/2016,0
Samir,0,0,1,0,2,0,0,0,0,79,0,0,0,0,0,2,0,defender,Udinese,home,Pescara,10/23/2016,0
C. Théréau,0,0,2,0,0,2,0,0,0,90,37,1,0,3,0,0,1,midfielder,Udinese,home,Pescara,10/23/2016,0
J. Jankto,0,0,0,0,0,0,0,0,0,63,20,0,0,0,0,0,0,midfielder,Udinese,home,Pescara,10/23/2016,0
R. de Paul,0,4,0,0,2,0,0,0,0,57,20,0,0,0,0,0,0,midfielder,Udinese,home,Pescara,10/23/2016,0
S. Fofana,0,0,2,0,1,0,0,0,0,90,47,0,0,1,0,0,0,midfielder,Udinese,home,Pescara,10/23/2016,0
S. Kums,0,1,0,0,0,0,0,0,0,90,59,0,0,0,0,0,0,midfielder,Udinese,home,Pescara,10/23/2016,0
D. Zapata,0,0,1,0,2,1,0,0,0,90,21,1,0,2,0,0,0,forward,Udinese,home,Pescara,10/23/2016,0
A. Crescenzi,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,substitute,Pescara,away,Udinese,10/23/2016,0
A. Mitrita,0,0,1,0,1,0,0,0,0,16,0,0,0,0,0,0,0,substitute,Pescara,away,Udinese,10/23/2016,0
S. Pepe,0,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0,0,substitute,Pescara,away,Udinese,10/23/2016,0
A. Bizzarri,0,0,0,0,0,0,0,3,8,90,0,0,0,0,1,0,0,goalkeeper,Pescara,away,Udinese,10/23/2016,0
C. Biraghi,1,0,2,0,1,0,0,0,0,90,0,0,0,0,0,1,0,defender,Pescara,away,Udinese,10/23/2016,0
F. Zampano,0,0,1,0,1,0,0,0,0,90,0,0,0,0,0,0,0,defender,Pescara,away,Udinese,10/23/2016,0
H. Campagnaro,1,0,1,0,1,0,0,0,0,90,0,0,0,1,0,3,1,defender,Pescara,away,Udinese,10/23/2016,0
M. Fornasier,4,0,0,0,0,0,0,0,0,90,0,0,0,0,0,4,0,defender,Pescara,away,Udinese,10/23/2016,0
A. Aquilani,0,2,0,0,3,1,0,0,0,90,85,0,0,1,0,0,0,midfielder,Pescara,away,Udinese,10/23/2016,0
Ahmed Benali,0,0,0,0,0,0,0,0,0,74,36,0,0,1,0,0,0,midfielder,Pescara,away,Udinese,10/23/2016,0
B. Cristante,0,0,2,0,0,0,0,0,0,74,64,0,0,3,0,0,0,midfielder,Pescara,away,Udinese,10/23/2016,0
G. Brugman,0,0,0,0,1,0,0,0,0,90,88,0,0,0,0,0,0,midfielder,Pescara,away,Udinese,10/23/2016,0
L. Memushaj,0,0,0,0,0,0,0,0,0,63,21,0,0,2,0,0,0,midfielder,Pescara,away,Udinese,10/23/2016,0
G. Caprari,0,0,1,0,2,0,1,0,0,90,25,0,0,2,0,0,0,forward,Pescara,away,Udinese,10/23/2016,0
A. Konko,0,0,1,0,0,0,0,0,0,45,0,0,0,0,0,0,1,substitute,Atalanta,home,Internazionale,10/23/2016,0
M. Pinilla,0,0,2,0,0,1,0,0,0,28,0,1,0,0,0,0,1,substitute,Atalanta,home,Internazionale,10/23/2016,0
R. Gagliardini,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,substitute,Atalanta,home,Internazionale,10/23/2016,0
E. Berisha,0,0,0,0,0,0,0,1,10,90,0,0,0,0,3,0,0,goalkeeper,Atalanta,home,Internazionale,10/23/2016,0
A. Masiello,5,0,0,0,0,1,0,0,0,90,0,0,0,1,0,2,0,defender,Atalanta,home,Internazionale,10/23/2016,0
M. Caldara,2,0,1,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,Atalanta,home,Internazionale,10/23/2016,0
R. Toloi,0,0,1,0,0,0,0,0,0,45,0,0,0,1,0,2,0,defender,Atalanta,home,Internazionale,10/23/2016,0
A. Conti,0,0,1,0,2,0,0,0,0,90,39,0,0,1,0,0,0,midfielder,Atalanta,home,Internazionale,10/23/2016,0
B. Dramé,0,0,0,0,0,0,0,0,0,90,48,0,0,0,0,0,0,midfielder,Atalanta,home,Internazionale,10/23/2016,0
Franck Kessié,0,0,0,0,2,0,0,0,0,90,44,0,0,0,0,0,0,midfielder,Atalanta,home,Internazionale,10/23/2016,0
R. Freuler,0,4,2,0,0,0,0,0,0,90,51,0,0,0,0,0,0,midfielder,Atalanta,home,Internazionale,10/23/2016,0
A. Gomez,0,0,2,0,1,0,0,0,0,81,32,0,0,1,0,0,0,forward,Atalanta,home,Internazionale,10/23/2016,0
A. Petagna,0,0,3,0,2,0,0,0,0,62,18,0,0,0,0,0,0,forward,Atalanta,home,Internazionale,10/23/2016,0
J. Kurtic,0,0,5,0,3,0,1,0,0,90,28,0,0,2,0,0,0,forward,Atalanta,home,Internazionale,10/23/2016,0
A. Candreva,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,substitute,Internazionale,away,Atalanta,10/23/2016,0
C. Ansaldi,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,substitute,Internazionale,away,Atalanta,10/23/2016,0
G. Kondogbia,0,0,1,0,1,0,0,0,0,28,0,0,0,0,0,0,0,substitute,Internazionale,away,Atalanta,10/23/2016,0
S. Handanovic,0,0,0,0,0,0,0,2,6,90,0,0,0,0,6,0,0,goalkeeper,Internazionale,away,Atalanta,10/23/2016,0
D. Santon,5,0,2,0,4,0,0,0,0,90,0,0,0,1,0,8,0,defender,Internazionale,away,Atalanta,10/23/2016,0
J. Murillo,5,0,1,0,2,0,0,0,0,90,0,0,0,0,0,4,0,defender,Internazionale,away,Atalanta,10/23/2016,0
Miranda,5,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Internazionale,away,Atalanta,10/23/2016,0
Y. Nagatomo,0,0,1,0,1,0,0,0,0,61,0,0,0,0,0,0,0,defender,Internazionale,away,Atalanta,10/23/2016,0
G. Medel,0,0,0,0,1,0,0,0,0,90,45,0,0,0,0,0,0,midfielder,Internazionale,away,Atalanta,10/23/2016,0
João Mário,0,0,0,0,1,0,0,0,0,90,56,0,0,2,0,0,0,midfielder,Internazionale,away,Atalanta,10/23/2016,0
M. Brozovic,0,0,2,0,2,0,1,0,0,62,31,0,0,0,0,0,0,midfielder,Internazionale,away,Atalanta,10/23/2016,0
I. Perisic,0,0,1,0,1,0,0,0,0,90,37,0,0,2,0,0,0,forward,Internazionale,away,Atalanta,10/23/2016,0
M. Icardi,0,0,1,0,1,0,0,0,0,90,13,0,0,1,0,0,0,forward,Internazionale,away,Atalanta,10/23/2016,0
Éder,0,0,2,1,2,1,0,0,0,76,19,0,0,1,0,0,1,forward,Internazionale,away,Atalanta,10/23/2016,0
F. Melchiorri,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,substitute,Cagliari,home,Fiorentina,10/23/2016,0
M. Capuano,0,0,0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,substitute,Cagliari,home,Fiorentina,10/23/2016,0
N. Barella,0,0,3,0,0,0,0,0,0,28,0,0,0,0,0,0,0,substitute,Cagliari,home,Fiorentina,10/23/2016,0
M. Storari,0,0,0,0,0,0,0,5,6,90,0,0,0,0,3,0,0,goalkeeper,Cagliari,home,Fiorentina,10/23/2016,0
B. Salamon,3,0,0,0,0,0,0,0,0,58,0,0,0,0,0,1,0,defender,Cagliari,home,Fiorentina,10/23/2016,0
Bruno Alves,3,0,4,0,0,0,0,0,0,90,0,0,0,1,0,2,0,defender,Cagliari,home,Fiorentina,10/23/2016,0
F. Pisacane,2,0,3,0,1,0,0,0,0,90,0,0,0,0,0,0,0,defender,Cagliari,home,Fiorentina,10/23/2016,0
N. Murru,0,0,1,0,0,0,1,0,0,90,0,0,0,0,0,3,1,defender,Cagliari,home,Fiorentina,10/23/2016,0
D. Di Gennaro,0,4,0,0,1,1,2,0,0,90,25,0,0,3,0,0,0,midfielder,Cagliari,home,Fiorentina,10/23/2016,0
M. Isla,0,0,0,0,0,0,0,0,0,90,31,0,0,0,0,0,0,midfielder,Cagliari,home,Fiorentina,10/23/2016,0
P. Tachtsidis,0,0,2,0,0,0,0,0,0,62,36,0,0,0,0,0,1,midfielder,Cagliari,home,Fiorentina,10/23/2016,0
S. Padoin,0,0,4,0,1,0,0,0,0,90,23,0,0,1,0,0,0,midfielder,Cagliari,home,Fiorentina,10/23/2016,0
M. Borriello,0,0,0,0,0,1,0,0,0,90,20,0,0,1,0,0,0,forward,Cagliari,home,Fiorentina,10/23/2016,0
M. Sau,0,0,2,0,2,0,0,0,0,68,16,0,0,0,0,0,0,forward,Cagliari,home,Fiorentina,10/23/2016,0
C. Sánchez,0,0,0,0,1,0,0,0,0,25,0,0,0,0,0,0,0,substitute,Fiorentina,away,Cagliari,10/23/2016,0
I. Hagi,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,substitute,Fiorentina,away,Cagliari,10/23/2016,0
